id,values,provinsi,tahun,data_title
7400146201210,99.91,SULAWESI TENGGARA,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7400146201220,99.91,SULAWESI TENGGARA,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7500146201150,99.57,GORONTALO,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7500146201160,99.61,GORONTALO,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7500146201170,99.73,GORONTALO,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7500146201180,99.84,GORONTALO,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7500146201190,99.86,GORONTALO,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7500146201200,99.87,GORONTALO,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7500146201210,99.87,GORONTALO,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7500146201220,99.85,GORONTALO,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7600146201150,99.31,SULAWESI BARAT,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7600146201160,99.27,SULAWESI BARAT,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7600146201170,99.26,SULAWESI BARAT,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7600146201180,99.41,SULAWESI BARAT,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7600146201190,99.49,SULAWESI BARAT,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7600146201200,99.47,SULAWESI BARAT,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7600146201210,99.5,SULAWESI BARAT,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7600146201220,99.52,SULAWESI BARAT,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8100146201150,99.56,MALUKU,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8100146201160,99.61,MALUKU,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8100146201170,99.6,MALUKU,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8100146201180,99.68,MALUKU,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8100146201190,99.9,MALUKU,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8100146201200,99.9,MALUKU,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8100146201210,99.89,MALUKU,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8100146201220,99.91,MALUKU,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8200146201150,99.73,MALUKU UTARA,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8200146201160,99.73,MALUKU UTARA,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8200146201170,99.71,MALUKU UTARA,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8200146201180,99.9,MALUKU UTARA,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8200146201190,99.94,MALUKU UTARA,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8200146201200,99.95,MALUKU UTARA,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8200146201210,99.85,MALUKU UTARA,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
8200146201220,99.87,MALUKU UTARA,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9100146201150,99.48,PAPUA BARAT,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9100146201160,99.41,PAPUA BARAT,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9100146201170,99.37,PAPUA BARAT,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9100146201180,99.47,PAPUA BARAT,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9100146201190,99.49,PAPUA BARAT,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9100146201200,99.52,PAPUA BARAT,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9100146201210,99.56,PAPUA BARAT,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9100146201220,99.66,PAPUA BARAT,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9400146201150,87.11,PAPUA,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9400146201160,87.12,PAPUA,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9400146201170,87.51,PAPUA,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9400146201180,88.44,PAPUA,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9400146201190,90.39,PAPUA,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9400146201200,90.78,PAPUA,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9400146201210,91.13,PAPUA,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
9400146201220,92.04,PAPUA,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
